5029_30593_000014_000002	66 69 484 3 484 484 484 484 12 12 124 350 350 350 350 3 3 217 217 361 18 73 256 243 458 458 189 140 420 307 285 285 28 28 131 131 131 273 335 335 391 90 412 379 56 58 458 458 274 274 38 38 74 74 290 366 410 238 98 98 125 125 207 207 53 154 162 162 261 261 261 261 218 72 72 283 283 297 334 334 458 424 27 27 377 275 275 59 59 0 0 33 33 33 250 32 32 32 32 32 428 428 289 298 298 182 182 185 185 132 132 132 445 266 266 105 81 81 81 278 278 406 406 406 388 388 388 388 50 50 34 34 34 79 79 418 418 86 86 86 86 324 481 481 160 126 126 91 91 265 424 424 424 58 53 53 53 162 162 90 90 366 366 468 468 360 179 179 163 13 13 241 241 309 309 309 315 315 315 348 88 224 201 201 201 201 326 354 354 354 333 333 333 333 67 67 368 328 456 290 159 379 166 166 166 54 54 29 3 42 77
5029_30593_000010_000007	66 30 12 12 12 12 12 12 12 12 12 12 12 12 350 350 350 350 248 3 10 432 127 127 281 281 329 210 386 479 479 175 175 286 55 220 220 347 347 179 98 183 183 183 384 384 250 84 84 32 185 185 273 335 165 390 0 0 33 50 50 283 368 368 368 307 285 253 291 201 201 201 2 2 2 355 328 328 408 117 117 27 377 128 261 261 90 252 182 182 185 185 185 289 289 441 441 441 441 111 340 340 340 13 241 241 241 241 197 197 321 321 321 458 458 458 458 458 74 74 159 159 266 266 266 86 86 86 463 324 481 481 42 42 116 116 492 458 458 458 27 377 377 165 165 59 0 0 33 33 33 33 32 32 32 32 32 185 185 454 454 29 29 29 29 22 22 312 312 291 291 291 224 201 201 201 80 2 2 183 183 384 384 62 62 274 274 274 418 277 38 38 38 74 159 17 17 17 101 312 312 312 444 444 361 13 13 185 185 185 420 420 420 307 116
5029_30593_000014_000006	66 30 3 3 3 484 30 246 246 30 30 133 133 248 248 10 225 88 27 295 128 226 226 229 417 35 103 183 200 36 52 52 62 62 62 212 154 162 229 417 379 379 56 115 115 57 57 27 27 295 128 165 165 0 0 0 271 170 428 428 54 71 71 223 223 231 279 153 26 251 321 224 224 224 224 326 182 182 32 180 180 180 56 56 53 194 70 70 478 478 0 0 379 379 56 56 53 53 154 126 126 126 379 379 379 27 295 275 275 478 478 478 0 381 381 381 13 13 13 13 409 409 409 409 409 269 269 269 108 74 159 159 379 379 379 157 157 157 157 400 250 250 250 250 250 84 84 131 409 409 409 409 269 269 269 279 406 406 406 406 226 229 35 35 183 183 384 384 62 62 313 105 105 105 81 278 278 278 278 457 302 3 3 77 77
5029_30593_000017_000000	66 137 3 3 137 484 257 246 246 246 133 248 248 44 421 421 50 182 131 131 131 197 477 9 321 321 321 476 497 497 313 311 311 81 81 316 297 240 240 240 240 76 474 284 71 208 208 223 454 454 54 307 208 208 208 438 214 214 141 141 96 96 96 405 368 286 307 307 285 347 179 179 98 256 256 135 135 298 182 185 273 335 335 90 90 366 168 360 360 360 13 426 426 317 317 188 146 283 67 153 153 153 413 413 413 146 250 250 84 84 84 84 409 409 409 34 274 274 423 423 178 178 384 384 62 62 62 439 226 226 417 417 35 497 497 497 324 324 481 160 160 160 160 42 116 311 435 435 435 279 251 251 50 50 81 316 316 316 447 436 125 384 384 384 384 274 274 274 418 418 497 497 497 498 3 3 77 77
5029_30593_000014_000005	66 137 3 3 3 3 246 124 30 133 133 248 3 10 225 448 448 497 212 420 420 348 225 448 448 183 476 62 134 134 91 21 21 54 466 71 337 337 178 171 183 52 384 389 389 267 188 146 146 435 477 477 26 26 321 321 321 82 122 154 154 162 90 90 478 0 0 71 208 438 438 309 309 309 309 88 309 132 91 91 182 182 182 185 289 286 420 307 285 28 28 28 273 273 335 335 391 391 218 379 379 115 474 474 474 288 288 35 277 183 183 380 380 380 380 343 343 162 218 218 218 417 21 497 272 298 182 182 428 428 289 289 298 189 140 140 420 420 411 411 411 381 109 109 74 74 74 379 379 379 74 74 165 59 0 285 285 178 178 183 183 36 404 404 404 13 13 13 459 459 459 119 393 393 3 3 3 77 77
5029_30593_000010_000003	66 30 484 3 484 484 484 484 30 30 30 30 30 133 248 248 3 10 225 225 73 497 272 333 50 283 283 214 214 111 111 392 392 63 63 63 398 398 286 286 55 220 220 65 361 373 131 131 131 131 309 132 132 132 445 266 266 311 81 81 81 316 316 194 74 290 478 0 0 437 172 214 214 214 485 274 274 274 423 423 277 36 36 352 420 400 400 121 375 375 458 458 424 122 122 122 122 420 71 71 337 337 178 178 171 221 384 384 389 346 53 4 4 275 275 126 126 0 0 266 81 81 81 316 316 316 194 388 72 72 214 214 214 214 153 26 26 418 418 418 418 95 95 95 375 172 172 279 279 26 26 26 26 418 277 277 221 221 496 496 256 369 369 329 168 168 168 360 360 179 13 13 13 119 119 119 393 3 3 3 77 77
5029_30593_000005_000000	66 69 16 3 484 484 484 484 246 246 246 246 133 133 248 3 217 23 146 146 21 27 128 159 379 379 379 108 377 128 226 226 226 226 417 35 476 476 476 476 258 192 192 192 172 379 56 375 111 111 392 392 221 221 200 380 380 135 135 298 298 166 37 9 195 266 265 277 277 277 36 38 38 212 4 4 90 90 90 478 301 471 471 386 158 158 183 475 475 475 420 420 420 172 172 166 282 282 282 326 326 326 354 354 354 269 269 269 269 189 213 213 448 448 448 355 469 499 40 254 254 254 254 426 426 499 40 40 132 400 121 121 5 5 5 5 53 53 53 154 162 226 226 218 72 72 283 283 405 405 101 312 312 361 13 459 459 459 459 459 185 420 307 307 85 3 3 3 77 77
5029_30593_000017_000001	66 137 484 3 484 484 484 484 124 350 350 350 350 248 3 10 198 198 198 52 52 62 389 11 111 111 83 392 221 221 200 200 403 403 352 196 196 216 52 95 95 375 458 458 403 27 40 132 132 132 445 445 381 13 13 13 241 241 185 185 428 428 313 96 96 283 283 269 269 221 221 221 496 496 496 243 474 41 252 224 224 224 201 201 2 2 476 476 476 476 420 225 225 309 309 132 132 132 96 96 96 283 333 333 333 333 405 214 291 13 13 13 241 241 241 120 312 361 361 73 73 73 196 196 199 199 216 476 476 476 97 408 408 170 170 479 409 409 409 283 283 214 214 214 214 175 175 307 465 465 222 222 178 46 46 46 404 107 107 107 107 331 122 122 343 498 498 47 167 302 302 302 77 77
5029_30593_000006_000003	66 16 16 16 16 16 16 16 246 246 246 145 414 3 44 351 127 127 144 144 144 132 132 132 445 266 266 311 86 86 202 202 202 216 476 476 476 97 97 170 170 341 341 131 426 286 286 286 307 285 237 237 50 269 269 32 32 32 185 185 420 26 321 166 166 122 343 157 447 447 447 436 125 125 403 99 99 275 275 165 0 0 0 33 33 96 283 40 40 168 168 168 360 179 179 163 163 13 13 241 241 241 241 426 473 473 213 121 121 121 476 476 38 135 135 298 298 341 341 25 25 25 25 479 409 283 283 283 67 67 74 159 159 379 379 379 115 115 115 57 57 265 5 5 5 5 5 207 207 115 115 115 265 265 277 277 277 36 36 36 122 122 343 343 358 47 3 302 302 302 77 77
5029_30593_000010_000004	66 69 106 3 106 16 16 16 246 246 246 246 350 350 248 248 3 351 351 186 186 38 122 259 259 259 326 94 354 354 235 235 439 439 275 70 478 0 0 71 172 368 368 307 348 33 237 50 283 283 368 368 368 253 253 291 291 291 8 215 215 332 332 332 485 485 485 333 333 333 333 283 214 214 214 449 449 111 111 392 392 63 63 63 63 176 120 120 155 155 361 18 18 256 298 298 424 157 157 259 259 259 259 80 2 2 384 384 62 62 62 128 226 226 226 417 417 311 86 86 86 439 439 174 226 226 226 261 218 417 35 35 151 176 176 176 262 262 262 319 3 3 3 77 77
