119_129515_000010_000003	66 137 3 3 124 124 124 124 248 3 217 217 361 73 73 403 31 420 420 307 465 337 337 178 171 171 52 52 62 62 375 375 313 21 21 189 4 174 275 275 59 59 0 348 225 121 476 476 476 475 420 420 466 172 172 172 175 153 465 465 193 291 291 291 120 120 155 155 18 18 18 272 313 166 166 166 54 154 162 162 229 218 49 418 497 497 497 236 236 56 375 274 274 274 274 274 418 5 389 11 11 27 27 27 27 275 275 275 90 0 0 237 269 269 269 32 426 426 286 286 488 28 28 158 158 38 38 74 74 379 379 379 379 379 474 208 208 208 208 438 438 438 438 183 68 68 68 68 68 241 289 289 289 308 386 386 386 32 32 158 38 38 174 174 275 90 90 301 471 471 386 409 269 269 269 269 224 224 483 483 483 275 90 90 90 366 445 445 182 182 182 32 341 341 341 32 32 73 73 73 327 327 104 104 104 313 3 3 3 77 77
119_129513_000013_000001	66 30 3 3 3 16 16 12 246 246 246 246 133 133 248 3 113 288 266 266 311 405 101 101 25 204 479 479 129 426 328 408 408 170 131 428 428 289 71 172 21 21 141 141 313 313 21 21 56 375 219 314 408 408 400 400 250 250 250 84 131 131 409 409 409 409 269 269 473 473 213 213 253 123 326 354 354 67 67 153 153 208 208 208 208 214 214 214 214 141 9 29 29 92 48 183 183 384 62 435 279 477 321 321 321 321 5 5 95 95 474 71 71 223 223 279 205 205 481 481 160 42 116 116 48 48 404 404 404 404 404 483 483 483 17 379 379 379 58 375 274 274 274 423 423 423 178 404 404 404 404 73 122 122 122 343 154 162 261 218 252 182 182 182 32 185 185 273 74 17 17 189 189 328 400 400 256 219 219 219 474 285 203 203 203 418 250 250 84 84 84 224 224 224 224 224 103 103 404 404 404 353 486 486 486 293 26 26 26 203 203 178 277 36 107 107 107 107 2 2 469 213 213 213 170 459 459 119 119 119 393 3 3 77 77
119_129514_000003_000002	66 16 3 3 3 16 12 257 246 246 350 350 133 133 3 3 288 91 266 266 311 86 269 269 63 63 63 63 97 408 408 170 170 131 426 499 40 168 168 168 411 123 123 2 63 63 63 449 449 272 313 21 166 56 58 219 474 71 208 208 223 438 438 134 134 88 88 166 166 37 304 304 156 461 29 29 116 116 92 63 73 73 73 375 375 173 173 81 81 316 316 211 211 479 479 349 349 349 349 349 114 114 219 194 4 478 478 478 478 0 195 265 265 277 277 221 496 496 496 303 303 57 57 57 424 424 375 83 83 250 250 250 84 84 84 84 84 426 176 140 286 286 285 285 203 277 277 277 36 36 36 294 294 99 275 218 218 417 379 454 454 29 29 29 166 166 166 377 377 160 160 42 116 116 92 92 56 219 219 219 71 208 223 223 134 134 134 134 265 277 183 183 183 380 380 135 135 298 185 185 185 175 175 307 55 220 220 220 179 13 185 289 289 289 283 283 283 269 48 68 68 68 68 84 84 185 185 428 304 304 304 461 391 391 116 116 116
119_129514_000020_000003	66 30 484 3 484 484 484 484 30 30 30 30 133 133 248 3 10 225 448 448 497 135 298 476 476 140 420 420 420 420 348 208 208 438 438 309 134 134 88 189 286 286 285 285 65 28 28 476 476 38 74 74 17 379 379 157 157 157 157 157 447 447 125 125 125 395 395 276 112 112 436 424 157 157 157 157 157 441 83 392 63 63 63 63 449 449 289 298 182 182 341 25 204 158 158 476 475 475 420 420 293 293 466 85 85 223 438 267 267 14 14 14 14 14 269 214 375 458 458 279 279 26 26 251 251 418 418 86 86 86 86 86 481 481 42 116 116 56 58 83 83 274 274 38 38 38 74 165 165 165 121 121 121 375 458 458 458 27 27 27 275 275 478 0 0 0 195 277 277 277 277 38 213 213 253 123 94 94 94 463 324 481 481 160 301 301 301 410 22 309 309 309 309 134 88 182 182 32 32 32 32 119 119 393 3 3 3 77 77
119_129514_000023_000000	66 16 3 3 16 16 257 246 246 246 145 145 248 142 44 364 29 160 42 116 72 283 214 32 131 131 131 273 273 335 90 366 366 168 168 360 360 179 13 13 13 241 131 250 250 428 304 477 9 193 193 182 131 426 426 286 286 285 285 285 381 63 63 176 176 176 324 210 210 386 356 341 13 13 13 13 13 13 241 309 309 304 371 91 88 88 27 377 128 226 226 226 417 35 35 35 344 11 11 11 253 253 253 123 2 2 117 27 364 29 29 160 42 42 116 224 224 224 224 201 201 2 2 2 475 475 420 420 420 308 386 386 386 356 499 40 40 168 168 360 448 448 183 183 183 384 384 384 62 62 304 304 225 225 448 183 183 38 38 134 134 91 182 182 182 426 286 286 285 65 28 28 28 476 38 38 74 159 159 379 379 379 166 166 166 166 56 56 53 53 154 162 366 366 366 410 410 361 13 13 13 185 185 185 185 443 304 304 498 77 77 77 77 77
119_129513_000006_000004	66 30 3 3 3 484 484 484 30 30 246 30 350 133 248 248 3 288 91 266 265 311 311 240 95 375 375 314 408 400 400 121 476 95 375 76 76 41 208 386 386 131 131 131 131 129 129 355 328 328 408 400 400 256 375 375 111 173 173 214 214 214 485 307 307 26 251 251 418 418 418 5 5 95 95 458 458 458 458 27 27 27 391 261 261 261 417 35 117 117 109 109 109 109 455 391 261 72 72 72 283 283 333 39 60 86 86 86 86 281 281 313 313 166 166 272 313 313 389 389 346 53 4 4 4 261 261 261 417 35 103 103 404 404 404 469 469 499 168 168 360 18 18 18 309 309 91 91 88 279 153 26 26 251 203 418 277 277 277 36 36 36 294 294 99 275 275 478 478 471 471 471 182 32 32 32 32 180 56 56 58 115 115 115 88 88 88 473 213 213 253 253 163 163 163 13 13 13 459 459 459 459 459 459 119 119 393 393 393 3 3 77 77
119_129513_000014_000002	66 30 484 3 484 484 12 12 350 350 350 350 350 3 3 217 217 361 18 73 73 375 458 458 435 435 477 26 321 321 311 311 240 95 375 76 76 461 160 160 42 42 116 48 103 103 404 404 107 469 134 88 88 88 9 26 321 321 103 103 207 207 115 115 194 290 290 17 182 182 182 25 204 158 158 183 183 36 36 36 380 380 380 483 74 17 17 379 379 377 128 128 226 218 417 379 379 115 115 115 57 57 447 447 447 447 296 45 45 45 45 45 13 241 180 243 173 105 105 105 105 278 278 278 211 211 211 18 309 309 309 371 91 91 266 266 250 250 428 428 428 304 9 172 224 224 224 224 201 201 2 2 183 384 62 62 62 62 329 168 168 168 360 179 179 291 120 120 25 25 426 426 426 286 286 286 285 347 347 179 179 179 13 13 185 185 185 443 154 370 370 6 6 6 6 339 339 325 255 302 302 302 77 77
119_129513_000031_000000	66 137 3 3 257 257 257 414 414 414 3 3 351 351 186 186 95 375 422 392 265 265 277 277 36 380 403 135 135 298 21 21 282 282 282 228 326 354 354 354 333 333 333 333 269 269 269 32 32 32 426 426 286 286 286 285 411 411 411 411 2 183 183 183 384 62 62 62 281 153 110 71 337 48 171 171 427 496 496 496 11 11 436 436 207 207 207 375 76 474 474 208 208 386 182 32 185 185 185 273 391 275 70 70 478 0 0 0 195 266 265 5 5 5 5 5 344 474 474 284 33 33 33 81 81 316 316 79 79 79 108 108 74 128 363 363 0 0 55 55 65 28 158 158 158 31 31 364 364 29 210 366 410 410 18 18 309 309 132 132 132 132 237 237 237 237 237 283 214 214 214 32 32 32 32 32 409 409 409 39 39 39 39 470 470 87 302 3 3 77 77 77
119_129515_000003_000001	66 69 12 12 12 12 12 12 12 12 12 12 12 16 350 350 350 350 248 3 10 351 127 127 405 405 101 312 312 238 98 98 103 403 403 74 159 17 379 379 27 295 128 226 226 226 218 72 72 72 283 297 297 235 334 375 458 424 189 189 328 408 400 400 266 240 240 375 375 219 280 422 172 166 377 377 128 275 90 90 363 0 0 55 55 28 158 158 183 183 384 384 62 62 213 448 381 291 213 213 213 253 291 291 8 8 175 175 307 307 85 85 438 58 219 314 314 132 237 237 237 237 50 50 283 283 214 214 214 463 463 481 481 42 42 116 92 56 492 83 424 424 424 424 424 375 375 189 189 286 286 286 307 285 65 65 65 28 13 13 13 13 13 459 459 459 459 119 393 3 3 3 77 77
119_129514_000029_000003	66 69 106 3 106 106 106 16 16 16 16 16 246 350 350 350 350 248 3 10 432 127 127 405 101 101 312 238 238 98 98 103 103 403 403 27 128 128 366 366 168 168 168 360 179 381 398 201 201 326 354 354 235 235 153 153 71 49 49 418 418 418 424 95 375 375 330 330 267 188 146 424 424 375 375 458 458 424 424 54 154 162 162 165 165 0 0 0 225 33 499 499 40 168 168 360 179 179 13 13 13 13 241 79 79 79 79 50 50 279 153 153 85 321 438 37 37 467 467 267 267 146 146 311 311 86 435 435 153 26 26 251 321 389 389 346 53 53 4 4 226 261 261 417 35 35 103 103 404 404 404 404 499 40 40 168 168 254 254 254 254 254 254 459 32 32 185 428 289 304 498 498 47 3 3 3 77 77
