93_124557_000002_000001	66 30 12 3 12 12 12 12 12 30 30 30 350 350 350 3 3 10 91 88 189 138 138 188 121 277 277 52 52 52 294 294 99 174 275 478 301 471 386 182 185 273 335 335 391 261 218 35 35 265 497 37 54 54 307 282 411 411 123 2 2 103 469 469 469 408 123 123 201 94 94 27 27 295 275 165 165 413 23 267 146 146 424 424 58 375 233 26 26 26 321 321 418 95 95 95 458 221 221 221 380 380 156 156 156 376 250 250 250 250 250 84 84 180 428 428 173 173 173 173 67 67 67 67 228 228 228 80 80 46 46 46 46 322 322 322 322 322 316 126 126 288 91 266 266 435 435 435 279 26 26 321 321 5 5 95 95 221 221 221 221 380 380 380 343 213 376 376 250 250 250 250 84 84 84 499 499 168 168 168 360 179 179 179 13 13 13 289 364 29 29 29 116 92 56 114 114 114 114 114 80 80 46 46 46 46 46 322 322 322 322 322 474 307 85 85 116
93_123172_000019_000002	66 137 3 3 484 484 30 246 30 30 133 133 248 3 10 91 88 166 454 54 364 29 29 116 48 48 68 68 68 68 68 131 131 273 335 335 90 366 366 360 360 179 13 309 309 309 134 88 88 27 377 128 165 59 0 0 0 28 170 426 426 426 286 488 225 27 377 377 324 160 160 160 160 42 116 116 92 37 37 236 236 392 221 221 221 380 380 135 298 298 189 189 328 328 156 33 33 33 56 56 375 219 219 284 284 65 65 28 409 409 409 328 408 96 96 283 283 283 269 377 275 275 275 126 282 282 94 94 354 354 354 333 333 333 333 333 214 214 214 214 214 109 108 74 74 90 366 366 366 168 360 360 179 179 13 241 426 286 420 488 438 438 175 279 205 465 291 291 291 8 8 8 483 483 483 339 339 339 302 302 302 77
93_123172_000032_000000	66 137 3 3 3 124 124 124 124 124 350 248 3 217 217 209 98 73 73 62 62 279 153 153 307 465 465 178 178 171 200 200 380 380 294 40 132 445 445 96 283 334 334 173 173 297 281 141 141 83 392 392 221 221 380 380 343 420 420 33 33 283 283 281 141 9 487 386 386 356 158 183 183 183 384 62 62 212 212 304 376 225 225 499 40 168 168 168 179 179 179 13 13 241 241 241 25 158 158 158 176 176 109 109 174 478 478 478 0 0 266 266 81 81 316 316 316 79 424 424 95 375 401 401 401 361 361 18 191 191 353 353 9 181 22 214 485 485 349 349 349 114 114 228 2 2 2 27 27 295 295 275 478 478 0 0 337 178 178 427 427 427 427 427 384 384 310 247 247 457 3 77 77
93_123172_000017_000003	66 137 3 3 3 246 124 124 124 133 133 248 3 10 225 448 183 183 384 62 62 141 9 172 172 214 214 214 485 373 297 81 81 81 14 14 310 240 153 153 307 307 220 220 65 18 18 175 175 420 220 411 123 94 354 354 354 324 481 42 116 21 166 166 54 54 307 195 172 166 108 108 74 74 413 23 392 392 221 200 200 380 380 380 26 26 321 321 321 321 82 154 154 162 261 261 261 218 35 103 103 148 380 380 380 258 258 258 192 252 56 56 219 219 219 181 195 224 224 224 224 224 94 94 94 354 354 354 269 269 240 375 375 274 274 452 178 171 171 171 380 380 380 369 369 238 238 238 73 73 73 38 134 134 88 182 182 32 32 119 119 119 393 393 3 3 77 77
93_124557_000015_000001	66 30 3 3 484 484 484 30 30 30 30 30 133 248 248 3 10 91 88 189 138 138 188 221 221 221 52 52 294 294 99 275 275 478 301 471 386 273 273 335 335 391 261 218 35 35 265 497 497 212 329 366 410 410 410 18 256 256 272 313 166 108 74 159 159 379 379 166 54 54 54 307 208 208 208 438 214 377 174 174 275 90 90 366 410 410 18 73 73 187 86 86 86 153 153 26 251 251 50 50 81 316 316 316 389 389 346 346 138 138 447 448 448 183 183 183 384 62 245 205 205 193 193 185 428 54 54 388 72 50 283 283 269 269 269 27 174 275 275 226 388 72 283 283 283 283 269 224 224 224 224 353 486 94 94 105 81 81 278 278 278 457 457 77 77 77 77
93_123172_000037_000002	66 137 484 3 484 484 124 124 124 124 133 133 248 248 10 285 28 28 28 131 131 335 335 335 391 218 417 379 379 56 115 115 194 194 366 366 410 410 18 18 309 309 134 444 444 373 373 373 283 435 279 279 477 413 413 83 83 182 182 180 32 131 131 131 426 328 328 4 4 481 160 160 160 42 42 116 92 92 37 304 236 236 111 111 83 392 392 476 476 476 97 408 170 170 170 428 289 289 289 9 386 386 356 479 409 409 81 81 81 316 474 406 406 406 90 90 90 90 471 471 356 356 68 68 68 496 496 322 322 322 474 474 96 96 96 283 39 269 269 240 58 316 233 233 474 465 465 465 222 178 178 171 148 148 380 380 294 40 40 132 445 96 96 39 39 39 39 39 470 167 3 3 3 77 77
93_123172_000025_000000	66 30 30 3 3 484 484 484 30 30 246 246 350 350 133 248 3 113 288 91 266 21 454 454 364 160 160 388 388 50 50 283 235 235 235 439 128 363 363 0 0 465 465 222 222 46 46 46 46 61 61 353 486 213 213 225 225 448 183 183 384 62 62 134 134 266 21 21 27 295 128 275 226 229 478 413 23 83 173 311 105 105 297 389 346 267 146 146 27 74 74 159 159 23 23 392 221 221 200 200 380 380 380 135 202 127 240 240 375 401 401 401 479 409 409 409 409 269 269 277 277 277 36 36 36 107 107 107 107 107 94 104 96 96 96 96 368 267 267 267 267 146 146 311 86 86 86 281 272 313 189 189 258 258 315 55 55 55 65 65 479 409 409 409 118 118 118 118 278 247 247 457 457 457 393 3 3 77 77
93_123172_000014_000001	66 69 12 12 12 12 12 12 12 12 12 350 350 350 350 248 3 10 432 127 127 127 454 364 364 160 160 42 116 92 21 21 304 156 376 33 96 435 279 153 26 26 251 251 418 418 476 476 352 31 420 420 71 172 172 166 56 56 401 401 211 211 211 361 18 256 256 256 298 424 115 115 115 280 408 400 121 121 476 38 38 99 128 275 218 417 291 8 8 8 8 8 483 90 90 90 90 0 22 22 13 13 13 13 13 241 243 83 221 221 221 221 384 384 62 62 174 174 174 275 70 261 478 478 0 0 48 48 48 63 63 395 395 449 219 219 461 29 29 48 48 48 68 68 68 68 68 68 84 84 185 185 273 273 335 335 367 339 339 339 302 302 302 77 77 77
93_123172_000016_000001	66 69 106 3 106 106 106 12 12 30 30 30 30 350 350 248 248 3 10 432 127 127 272 272 313 21 108 74 159 159 366 408 408 408 400 121 250 250 250 131 131 131 409 409 409 86 269 269 389 389 346 11 474 474 284 285 347 347 347 179 13 13 241 241 289 343 223 441 441 56 474 474 284 208 208 208 438 279 153 153 26 251 251 251 50 50 283 368 368 368 307 288 88 88 189 473 213 225 225 448 103 103 135 135 135 298 182 32 32 32 185 199 127 127 240 375 458 458 424 153 307 307 307 220 332 179 179 485 120 120 120 120 286 286 286 411 411 411 411 411 2 2 187 187 327 327 67 67 439 174 174 6 6 6 6 339 339 325 3 302 77 77 77
93_123172_000035_000001	66 69 12 12 12 12 12 12 12 12 246 350 350 350 350 248 3 10 432 127 127 144 144 40 237 237 237 50 283 214 214 101 473 234 444 253 179 163 163 163 63 63 63 175 175 175 307 465 465 337 178 178 171 171 148 380 380 40 40 132 445 237 96 283 67 67 153 208 208 208 438 438 228 228 228 230 80 46 46 46 496 496 322 322 322 474 474 288 91 91 266 266 265 250 250 250 84 84 84 84 180 180 180 138 138 138 188 146 277 277 277 38 497 497 298 298 435 279 153 205 168 168 411 411 411 123 94 94 94 86 86 405 408 408 170 170 426 426 40 168 168 168 168 411 411 123 80 2 183 183 384 384 62 62 108 74 74 17 17 35 103 103 46 46 148 148 148 380 380 380 40 323 323 323 323 3 77 77
