54_121079_000027_000000	66 30 3 3 3 484 484 484 257 246 246 246 350 133 133 248 3 113 195 266 21 21 108 74 159 159 17 21 21 21 308 210 210 386 479 479 409 153 153 307 220 220 347 347 347 179 98 183 183 384 384 250 84 84 84 84 426 317 317 436 436 125 125 122 122 343 364 160 160 160 478 478 0 0 382 166 166 37 141 96 96 96 39 39 67 153 153 208 208 208 438 438 438 224 224 201 326 117 117 117 129 129 115 115 115 430 430 430 430 430 68 68 68 68 68 84 428 298 298 189 189 189 192 192 192 71 49 49 49 103 103 107 107 107 107 94 94 197 197 177 177 177 479 479 250 86 86 144 144 144 40 445 96 96 81 81 81 14 14 14 5 277 277 277 36 36 36 294 294 99 128 363 390 390 390 390 413 413 413 125 125 125 125 496 496 496 496 71 71 172 96 96 279 55 55 55 55 65 28 273 273 273 174 478 478 478 478 0 0 48 48 176 176 176 109 324 481 481 481 42 42
54_121079_000026_000000	66 137 484 484 484 484 484 484 484 484 124 124 124 124 124 124 414 198 198 198 198 384 62 144 40 40 132 168 360 448 200 200 200 398 398 398 403 373 333 333 283 283 214 214 214 463 324 481 160 413 413 23 296 125 125 125 496 352 474 71 71 96 435 279 153 55 55 55 28 129 129 273 463 174 478 478 478 0 0 0 438 438 18 18 73 73 73 73 375 375 375 498 309 309 309 309 371 91 88 88 37 54 466 71 277 277 277 183 183 36 68 68 13 459 459 459 459 426 361 18 18 18 18 18 54 364 410 410 410 410 410 18 18 27 27 478 478 478 382 189 189 189 328 408 408 448 448 183 183 183 384 384 62 497 272 313 166 166 166 166 313 166 166 166 56 219 219 474 208 208 208 208 438 309 309 309 445 366 366 386 479 479 409 439 439 174 275 275 90 478 478 0 381 381 13 13 13 13 13 409 409 409 409 67 67 67 439 128 229 229 3 3 3 77 77
54_121079_000017_000000	66 69 3 3 12 12 12 12 12 246 246 350 350 350 248 3 3 288 91 265 265 476 497 497 272 21 21 108 74 128 478 478 0 71 208 208 438 214 214 377 174 275 261 218 417 266 311 86 86 86 86 153 153 288 91 91 265 274 423 423 423 423 423 36 36 36 36 294 294 294 258 258 132 132 91 265 265 265 151 151 312 361 18 18 109 109 74 290 282 282 282 123 2 2 103 294 294 258 258 192 192 192 96 96 96 405 101 430 430 430 125 256 256 256 243 182 182 273 273 335 335 335 478 478 478 0 266 266 266 5 5 5 5 5 375 375 313 313 166 312 312 312 312 361 18 18 109 74 74 74 17 17 17 265 245 406 406 406 90 90 363 0 0 0 18 18 109 74 74 17 17 379 379 54 54 370 370 261 261 261 261 261 252 182 182 182 32 32 32 119 119 3 3 3 77 77
54_121079_000009_000000	66 137 484 3 484 484 484 484 484 124 124 124 124 414 3 198 198 198 355 355 469 258 258 307 220 220 179 179 13 241 273 335 335 391 261 218 218 379 379 377 128 128 226 218 417 35 35 309 371 371 91 88 197 197 9 193 193 193 68 68 68 84 84 428 428 236 236 111 111 340 340 180 180 180 185 185 185 443 29 29 390 390 390 225 225 225 225 37 37 54 288 288 265 265 38 38 122 31 420 195 172 166 166 108 108 74 74 413 23 392 392 221 221 380 380 380 380 343 157 157 146 146 311 435 435 435 153 26 26 321 321 309 371 371 371 224 224 224 201 201 201 2 2 2 38 99 99 99 275 417 379 379 379 474 474 285 411 411 411 411 411 2 38 27 74 74 379 379 379 379 490 490 490 358 358 3 302 302 302 77
54_121079_000004_000002	66 69 3 3 106 106 106 484 484 484 484 30 30 257 246 350 350 248 44 44 421 50 50 283 214 101 101 398 13 13 241 241 131 197 197 9 26 321 321 277 476 476 476 38 97 97 88 182 182 131 131 409 409 81 316 316 14 14 14 14 283 214 214 13 241 241 241 175 286 307 307 65 65 28 28 68 68 380 380 140 420 420 488 33 50 67 67 439 439 275 226 218 252 182 182 32 32 185 185 273 273 335 226 226 229 417 417 265 265 497 37 467 467 447 447 125 125 125 496 496 496 496 71 71 96 96 96 279 55 55 55 55 129 273 273 174 174 275 478 478 478 0 0 48 48 63 63 176 176 176 420 391 391 391 261 261 165 165 413 23 23 436 125 125 384 384 384 224 201 201 94 94 94 105 105 278 278 278 278 457 457 457 393 3 3 3 77 77
54_121079_000013_000001	66 16 3 3 3 246 246 246 350 350 350 350 248 3 113 195 172 21 21 21 37 304 9 91 91 88 182 25 25 25 204 158 158 63 63 63 276 112 112 436 436 424 424 56 58 53 53 194 159 17 72 96 333 333 333 333 67 67 153 315 288 288 91 265 265 265 5 453 453 346 138 157 53 4 128 226 226 226 226 218 35 35 265 38 38 212 91 91 88 197 197 9 193 193 193 68 68 68 68 68 84 84 428 289 236 236 111 111 111 83 392 392 277 38 38 497 135 298 182 185 185 289 289 9 22 22 22 291 13 13 241 241 426 317 447 447 125 125 384 384 384 384 62 62 439 174 174 226 226 226 6 339 325 3 3 77 77
54_121079_000042_000000	66 69 16 3 12 16 16 16 246 246 246 246 350 350 350 248 113 113 71 49 418 418 311 240 375 375 14 14 14 14 269 269 269 32 32 32 32 185 273 273 335 290 290 218 72 72 283 283 283 269 240 240 375 314 314 314 168 168 168 360 448 448 183 183 384 384 384 62 62 328 408 400 400 121 277 277 38 38 38 159 17 379 379 27 377 174 261 261 261 261 218 214 214 214 214 286 286 307 271 170 170 428 428 428 83 5 5 5 5 5 5 344 317 317 317 341 341 180 180 180 180 56 58 375 111 330 267 267 146 146 311 311 86 435 153 153 153 153 132 132 132 445 445 21 21 144 144 258 192 192 192 348 71 72 96 333 333 118 118 118 118 278 278 457 457 3 3 77 77
54_121079_000033_000001	66 30 12 3 12 12 12 12 246 246 246 350 350 350 248 3 10 288 266 266 311 86 368 153 307 285 285 203 423 277 277 36 36 36 294 294 99 99 275 478 478 0 0 71 208 208 438 438 309 134 134 88 88 88 309 132 132 91 91 182 182 131 131 185 428 54 154 162 275 90 478 478 0 252 381 381 13 13 13 13 241 241 409 409 409 409 269 269 269 269 269 329 329 329 238 238 209 98 98 46 46 46 380 403 27 74 74 159 126 126 379 88 454 54 71 71 49 49 103 103 103 107 107 107 107 107 94 94 197 197 55 55 177 177 158 158 158 158 36 36 36 294 294 40 168 168 168 170 170 170 180 180 180 247 247 247 247 457 457 3 3 77 77
54_121079_000017_000005	66 69 3 3 16 16 16 16 16 246 246 246 246 145 133 133 248 3 113 195 172 266 21 281 141 477 29 29 283 214 214 214 175 175 205 465 85 321 389 389 346 11 267 79 79 79 79 50 50 269 131 131 131 131 131 409 409 409 463 174 174 261 261 261 218 252 182 182 182 32 185 185 185 273 454 307 307 71 208 208 438 214 214 377 174 174 261 261 261 218 72 72 283 283 333 67 67 134 134 88 166 37 54 71 71 49 48 103 103 103 107 107 107 107 94 94 197 197 55 55 177 177 177 158 158 158 158 36 36 36 294 294 40 40 323 323 388 388 388 388 50 50 50 67 67 439 439 226 226 229 417 35 265 265 82 497 497 497 104 77 77 77 77
54_121079_000076_000000	66 30 3 3 484 484 484 484 484 484 484 484 124 124 350 350 142 44 489 489 391 218 252 252 182 131 131 131 254 254 254 178 178 183 183 52 62 62 324 324 160 42 116 116 21 21 467 413 267 188 146 146 311 435 435 153 26 321 321 321 497 497 135 298 182 182 182 25 204 158 158 476 476 38 99 174 275 478 301 471 471 386 386 409 269 269 224 224 224 191 286 286 285 203 203 203 418 250 250 84 84 84 84 84 84 129 428 104 104 48 48 183 183 183 384 384 62 62 62 128 226 226 417 417 189 328 328 408 400 400 166 37 313 313 3 3 3 3 77 77
54_121079_000065_000000	66 30 484 3 484 484 3 350 350 350 350 350 3 3 351 351 186 186 95 375 401 401 305 238 209 98 98 73 403 403 272 313 21 21 21 108 74 159 159 17 379 21 166 54 54 154 162 226 229 417 35 35 183 183 183 384 384 62 62 240 240 58 76 474 474 132 132 132 72 72 283 283 333 333 281 281 141 96 96 96 81 81 316 316 14 14 14 283 405 101 101 349 18 256 256 256 256 280 182 182 182 273 273 335 335 391 90 478 478 0 0 266 266 311 5 5 5 5 5 5 207 207 207 219 41 41 358 358 3 3 77 77
54_121079_000079_000000	66 30 12 12 12 12 12 12 12 12 12 12 12 350 350 350 350 350 248 3 44 421 50 50 50 50 269 476 476 476 294 99 128 275 226 165 165 0 0 225 225 121 73 454 202 29 283 283 283 214 214 485 485 274 274 418 277 277 476 38 97 97 400 170 426 426 25 25 25 204 158 158 476 476 38 31 364 29 29 116 116 166 282 282 282 282 326 94 354 354 67 67 439 174 275 261 165 165 413 23 447 447 125 125 46 46 46 61 61 61 61 175 234 9 193 193 193 68 68 68 68 84 84 428 428 236 236 236 51 51 51 51 457 457 457 3 3 3 77 77
